4.861395993996290299e-01,4.865907310496067062e-01,4.870897238131157714e-01,4.876436219291098162e-01,4.882604360436962887e-01
4.858894319395146155e-01,4.862702921470760664e-01,4.866864874574673427e-01,4.871425409571070730e-01,4.876436219291114815e-01
4.856532385024336929e-01,4.859711752982767141e-01,4.863146535775250134e-01,4.866865072008081938e-01,4.870897600927276416e-01
4.854300144946135376e-01,4.856916598247986716e-01,4.859712143393885020e-01,4.862702904759846900e-01,4.865906951483320864e-01
4.852188354787906333e-01,4.854299491305368308e-01,4.856532263331243549e-01,4.858893680091582734e-01,4.861396048942350223e-01
4.850188861566951948e-01,4.851847320938709185e-01,4.853582716227466953e-01,4.855400633265620769e-01,4.857304808329759860e-01
4.848293795358518121e-01,4.849545750468113869e-01,4.850843307823068384e-01,4.852188268501991253e-01,4.853583174194313621e-01
4.846496331353861153e-01,4.847383159221978488e-01,4.848293100262125455e-01,4.849228593512224794e-01,4.850188416813954184e-01
4.844789805277827099e-01,4.845348964439315509e-01,4.845917675934603430e-01,4.846496413897606326e-01,4.847084557399862215e-01
4.843169651375801577e-01,4.843434107807536027e-01,4.843700390408541834e-01,4.843969608428964069e-01,4.844240586041691499e-01
4.841629382179039043e-01,4.841629382179039043e-01,4.841629382179039043e-01,4.841629382179039043e-01,4.841629382179039043e-01
