4.889754161530547316e-01,4.890558264483686468e-01,4.891494349850717960e-01,4.892564596258891507e-01,4.893772303851344763e-01
4.889530907989174668e-01,4.890253944707885214e-01,4.891094024088709080e-01,4.892054213014338515e-01,4.893136194307706743e-01
4.889309201568510233e-01,4.889951074418060761e-01,4.890695632891771671e-01,4.891544564109717719e-01,4.892501364117174401e-01
4.889088423712369957e-01,4.889648495651510718e-01,4.890297322431044202e-01,4.891037860496061374e-01,4.891872580588326747e-01
4.888868565634997276e-01,4.889346080055722021e-01,4.889901769219746619e-01,4.890533351436129328e-01,4.891243900487780571e-01
4.888647791042662893e-01,4.889045593814125290e-01,4.889506214365650916e-01,4.890031288636592643e-01,4.890620624173624975e-01
4.888426940236214602e-01,4.888746717096361660e-01,4.889112912611091044e-01,4.889530907989182440e-01,4.890000424017465486e-01
4.888207191240836469e-01,4.888445281260346276e-01,4.888721923734261621e-01,4.889033363141319644e-01,4.889382984237022889e-01
4.887988210534383038e-01,4.888146303347991051e-01,4.888329256216474850e-01,4.888537135981158022e-01,4.888771240753067016e-01
4.887769811533394515e-01,4.887848608625433577e-01,4.887939626588977404e-01,4.888042901001781182e-01,4.888158477048514250e-01
4.887552071623439964e-01,4.887552071623439964e-01,4.887552071623439964e-01,4.887552071623439964e-01,4.887552071623439964e-01
