4.875544306368634340e-01,4.875544306368634340e-01,4.875544306368634340e-01,4.875544306368634340e-01,4.875544306368634340e-01
4.869668727574912870e-01,4.869668727574912870e-01,4.869668727574912870e-01,4.869668727574912870e-01,4.869668727574912870e-01
4.864317802717942341e-01,4.864317802717942341e-01,4.864317802717942341e-01,4.864317802717942341e-01,4.864317802717942341e-01
4.859423769636173063e-01,4.859423769636173063e-01,4.859423769636173063e-01,4.859423769636173063e-01,4.859423769636173063e-01
4.854927391312384710e-01,4.854927391312384710e-01,4.854927391312384710e-01,4.854927391312384710e-01,4.854927391312384710e-01
4.850779768808798353e-01,4.850779768808798353e-01,4.850779768808798353e-01,4.850779768808798353e-01,4.850779768808798353e-01
4.846939210702910783e-01,4.846939210702910783e-01,4.846939210702910783e-01,4.846939210702910783e-01,4.846939210702910783e-01
4.843370757578778774e-01,4.843370757578778774e-01,4.843370757578778774e-01,4.843370757578778774e-01,4.843370757578778774e-01
4.840046491336306156e-01,4.840046491336306156e-01,4.840046491336306156e-01,4.840046491336306156e-01,4.840046491336306156e-01
4.836944510036009781e-01,4.836944510036009781e-01,4.836944510036009781e-01,4.836944510036009781e-01,4.836944510036009781e-01
4.834048964543078419e-01,4.834048964543078419e-01,4.834048964543078419e-01,4.834048964543078419e-01,4.834048964543078419e-01
