5.560592927224328186e-03,5.641003222538243378e-03,5.734611759241392548e-03,5.841636400058747292e-03,5.962407159304072835e-03
5.539241770813441157e-03,5.611545442684495733e-03,5.695553380766882334e-03,5.791572273329825826e-03,5.899770402666648650e-03
5.518023022736406880e-03,5.582210307691459761e-03,5.656666155062550772e-03,5.741559276857155503e-03,5.837239277602823684e-03
5.496925858265000464e-03,5.552933052179076512e-03,5.617815730132424967e-03,5.691869536634142079e-03,5.775341545860679382e-03
5.475906116451878525e-03,5.523657558524353028e-03,5.579226474926812784e-03,5.642384696565083679e-03,5.713439601730208039e-03
5.454822742506193478e-03,5.494603019652433140e-03,5.540665074804995704e-03,5.593172501899168481e-03,5.652106055602401646e-03
5.433724472537315719e-03,5.465702158552021572e-03,5.502321710024959955e-03,5.544121247834099542e-03,5.591072850662404115e-03
5.412741768644480089e-03,5.436550770595460769e-03,5.464215017986995271e-03,5.495358958692797557e-03,5.530321068263122086e-03
5.391870572123202976e-03,5.407679853484004262e-03,5.425975140332384150e-03,5.446763116800701354e-03,5.470173593991600747e-03
5.371019144410182911e-03,5.378898853614089148e-03,5.388000649968471834e-03,5.398328091248849603e-03,5.409885695922156401e-03
5.350310708036154494e-03,5.350310708036154494e-03,5.350310708036154494e-03,5.350310708036154494e-03,5.350310708036154494e-03
