1.962692490035555792e-03,1.962692490035555792e-03,1.962692490035555792e-03,1.962692490035555792e-03,1.962692490035555792e-03
1.961666779691007001e-03,1.961666779691007001e-03,1.961666779691007001e-03,1.961666779691007001e-03,1.961666779691007001e-03
1.960621989578692492e-03,1.960621989578692492e-03,1.960621989578692492e-03,1.960621989578692492e-03,1.960621989578692492e-03
1.959597134642110383e-03,1.959597134642110383e-03,1.959597134642110383e-03,1.959597134642110383e-03,1.959597134642110383e-03
1.958534097017849973e-03,1.958534097017849973e-03,1.958534097017849973e-03,1.958534097017849973e-03,1.958534097017849973e-03
1.957464921439777683e-03,1.957464921439777683e-03,1.957464921439777683e-03,1.957464921439777683e-03,1.957464921439777683e-03
1.956389563438798440e-03,1.956389563438798440e-03,1.956389563438798440e-03,1.956389563438798440e-03,1.956389563438798440e-03
1.955306832055359045e-03,1.955306832055359045e-03,1.955306832055359045e-03,1.955306832055359045e-03,1.955306832055359045e-03
1.954226442779538608e-03,1.954226442779538608e-03,1.954226442779538608e-03,1.954226442779538608e-03,1.954226442779538608e-03
1.953112253223143746e-03,1.953112253223143746e-03,1.953112253223143746e-03,1.953112253223143746e-03,1.953112253223143746e-03
1.952015347371549581e-03,1.952015347371549581e-03,1.952015347371549581e-03,1.952015347371549581e-03,1.952015347371549581e-03
